municipality,direct,true,hhsize,age_hh,male_hh,piped_water,no_piped_water,no_sewage,sewage_pub,sewage_priv,electricity,telephone,cellphone,internet,computer,washmachine,fridge,television,share_under15,share_elderly,share_adult,max_tertiary,max_secondary,share_female
1201259,,.19806488,-.2245066,-.96964759,-1.7072889,-1.6125145,1.6180316,1.5405681,-.40308785,.40509814,.07173261,-.80784333,.42585462,-.36645123,.47244343,-.28416935,-.68576092,-.49537009,.33947408,-.944462,.27211222,1.3101581,-.64888823,1.6100514
1201260,,.37846273,-.42783219,1.1260809,-.37386858,.17356983,-.16236874,1.7787051,-1.1933587,1.1956686,-.23219824,-.38768998,-.003556432,-.79418713,-.50642169,-.007618912,-.064814948,-.58348578,-.3070083,1.8022996,-.85880518,-.54941332,-.98109227,1.6125675
1201261,,.11886941,-.51138031,-1.4916769,-1.4812725,-.62599921,.62485874,-.34106049,.37871671,-.37500945,-.32293919,-.17269485,1.0940926,.51196432,1.0873573,-.078568026,.38813651,.4075509,-.058396295,-1.4194226,1.0103325,1.9034283,-1.4460211,1.0140985
1201262,,.18347302,-.27891088,-1.044796,-.87848133,.35395649,-.3588745,-.059508756,-1.7388381,1.7380415,-.71692628,-.93579996,.052319013,-.42313683,-.39331311,-.54710227,.21103626,-.9819724,.033663906,-1.0854706,.69754779,-.28115126,.75532943,.26612502
1201263,,.12999627,-.82792228,-.75425607,-1.4161153,-.25616756,.25256488,-.68321604,.57264221,-.56886137,-.014986798,-1.1264549,1.0527312,-.67625052,.091614828,-.22057396,.35109866,.16942637,-.2431405,-.32798791,.49956387,1.0876141,-.55305886,1.1488335
1201264,,.80664742,.18681346,.0095403614,1.593255,-6.0992942,6.1071296,3.0194907,-1.8489603,1.8480949,-4.252614,-1.2584184,-3.4385123,-1.1002325,-1.360153,-2.3548441,-2.7914369,-3.4869306,.77672124,.60723656,-1.2652577,-1.4288417,-1.6904494,-.80093241
1201265,0,.057688273,-1.2972209,.53454548,-1.7251953,.52793819,-.52432907,-.56714386,1.1166689,-1.1147341,.66027725,2.2592885,1.1114727,2.2264903,2.3941946,.60941297,.78597111,.62465364,-1.8840954,-.47659054,2.3939319,3.0243766,-2.8176765,1.4350456
1201266,.082568809,.1041853,-1.1808928,-2.1286669,-.98152584,.57627714,-.58166015,-.71119797,.43238562,-.43605626,.036008686,-.065546468,.79794133,.67329693,.6928702,-.33871341,.34295487,-.32903984,-.43611211,-1.6452564,1.557984,.4230397,-.11397717,.19595484
1201267,.35897437,.3628698,-.36682907,.84135115,-.25642255,-1.2864221,1.2909919,-.13149665,.18465057,-.17925759,-.34559155,.052823108,-.26037946,-1.0440671,-.87428117,-.96330065,-.013720466,-.38637334,-.43332487,.48253459,.16520973,-.49917123,.40061194,.10221846
1201268,,.58300525,-.14066033,.78227949,-.38697058,.2728999,-.26164553,.91667736,-1.825502,1.8247094,.096336968,.14044689,-3.0284348,-1.0578651,-.98793238,-1.1218618,-.19519211,-1.2602248,-.042449001,.52868885,-.30411354,-.47269064,-.11262875,.78771073
1201269,.29007635,.22947,-.721771,1.0724317,-1.3792132,.57803613,-.57428753,-.62598711,.33806404,-.33171609,-.78209299,-.48607042,.36531755,.0013481725,.079780132,-.23871523,.25957015,-.5327211,-.94041073,1.1168368,.28077751,.87263095,-.22595683,.33860916
1201270,,.23339908,-1.1318816,.22290386,-.49827069,.12410827,-.21239111,-.54819912,.64017355,-.63519603,.38868892,-.44768304,.014954437,-.10584947,-.41896942,.29792506,.66526347,.25309724,-1.0143849,-.38146111,1.336226,.69397461,-.26762861,.39089969
1201271,,.51197743,-.3999263,-1.4366279,.60702521,.616696,-.60525715,3.4194887,-1.0477734,1.0492346,-2.0849323,-.88419813,-3.0101366,-1.1507663,-1.1106726,-2.2043214,-3.0979171,-2.5356605,1.376945,-.37565923,-1.2823352,-1.3578447,-1.9500302,.17827207
1201272,,.34992293,1.3091531,-.56010556,.98664677,.57662487,-.57573009,3.6953533,-1.1862242,1.1843019,-.91157788,-.89842337,-.86152989,-.75206631,-.1996987,-2.1425836,-2.7127793,-3.2796421,1.1283352,-.29885033,-1.051145,.15026377,-.22650659,.47200087
1201273,,.35942799,.71176827,-.65449411,.0023493131,-1.6504893,1.6473562,.26302886,-1.7372704,1.7364469,-1.2918992,-.81462532,-1.8443937,-1.0583252,-.9209221,-1.162007,-.21961387,-2.225157,.92844564,-1.0681891,-.31190458,-.79283035,.39189136,-.20714147
1201274,.26666668,.27238807,1.076285,-.42225322,-.70853603,.29407883,-.28281307,-.50183105,-1.7409571,1.7406268,.29532227,-1.4402488,-.92133057,-.83243895,-1.161943,-.57744986,-.66234225,-.21979173,1.689178,-.32617456,-1.6271969,-.69510096,-1.6953335,.29734883
1201275,.34999999,.46048439,.54936999,-.30719972,-.32064071,.66573465,-.65426952,.031760912,-.1189994,.12155795,-.31520486,.37996918,-1.2370596,-.76604921,-.66036117,-.79470277,.22025362,-.71940023,.9581669,-.77004236,-.5341357,-.46395376,1.045603,.49444792
1201276,,.50813186,.68503934,1.5256724,-1.4131751,.51015407,-.49877241,.76958704,.22023605,-.21521302,-.32339588,-1.1417248,-.63085574,-.93328094,-1.1405017,-1.4637649,-1.1036583,-.61860359,-1.3038608,1.28035,.587762,-.98339838,-2.3734317,1.8552432
1201277,,.36158192,-.89274973,.81233376,-.081820354,.36813086,-.35682538,-.62137341,-1.8606511,1.8597357,-.50408393,-1.0877991,-.88578182,.17650959,-.6370824,-.69714189,.15000167,-.48444882,-.65886176,.093522213,.66220105,-.21157645,.90184891,-.35154653
1201278,,.25576732,-.10820989,1.2035717,-.61669445,.59775454,-.58632588,-.091420859,-.91885221,.91853178,.20570293,.17972198,-1.6899476,-.98869371,-.67571253,.16856708,.23696637,-.089869343,-.25653362,.88090229,-.30501148,-.50928706,.47540596,2.077913
1201279,.43434343,.32058898,.24878494,.60001099,-1.0842801,-.5842554,.57355559,-.22225927,-.94387287,.94493133,-1.3104086,.059100427,-.72431982,-.35809386,-.37343475,-1.0021371,-.004113703,-.92716581,.1812311,.11948154,-.27242208,-.1832968,.038765442,.75463378
1201280,.59016395,.73708206,1.2518075,-.78517866,1.306029,-.97933769,.97187346,2.8221104,-1.8657751,1.864843,-.86513937,.12357653,-3.4246485,-1.2266438,-1.2646819,-1.8877524,-1.0955942,-2.4966481,1.6490806,-.17566594,-1.7135208,-.88811696,-1.6016111,-1.5752569
1201281,,.44922516,1.3208163,-.26497173,-.59958631,.34430069,-.33300799,.36311486,.10035662,-.093510367,-.30327061,-.24024011,-.4420585,-.43678322,-.37949303,-.63806337,-.96617925,-1.238024,.88300276,-.12721109,-.88051021,-.36722291,.40799251,.50437522
1201282,0,.21451393,-1.5390669,1.4978687,-.070835114,.57624394,-.56482679,-.3830643,-1.8441666,1.8433032,-1.0225129,-.58319569,.61475319,-.62083513,.17663714,-.52482545,.16681594,-.073072299,-1.7443091,2.6146281,.15725094,1.1861613,-1.1121733,-.39777911
1201283,,.38604417,-.61533946,1.537037,-1.2381971,.2874454,-.27618322,-.17456831,-.70346844,.70814043,-.33260632,1.7062852,-2.7189448,-1.1147165,-.42366204,-.27356443,.49623224,-.20033777,-.65199983,1.1798307,-.072097823,.38853022,-.19420972,-.46899384
1201284,,.41862226,.68733251,.22830692,1.2158737,-.036131665,.047220219,-.3688198,.60782593,-.6108501,-.13713785,-.74298364,.99521649,-.9535175,-.59909594,-1.3875194,-.8999725,-1.078774,-.1997631,.30848756,.025012687,-.8497861,-.63084269,1.584144
1201285,.26190475,.30722117,.030287094,.021376062,-1.309871,-1.7182908,1.7219065,.41913837,-.58926487,.59171867,-.40299451,.2961303,-.29336634,-.30646977,-.33141124,-.72026443,.1275941,-.29819292,.05282665,-.29053837,.14827664,-.016255664,-.11715486,-.08247903
1201286,,.16160145,-.14630279,-.2443628,.18671069,-1.680182,1.6903883,3.2662106,-1.8657751,1.864843,-.42749485,-1.3001616,.64519745,-.98836905,-.36017001,-.51889992,-.22052149,.17542762,-.01718889,-.3885285,.29161775,.14116442,.10248277,1.0816151
1201287,,.52975047,3.7923408,1.3453153,-1.8446606,.64155507,-.64861405,4.030674,-1.7691723,1.7685289,-.327654,-.6008653,-2.877846,-1.225576,-1.238757,-2.018543,-2.5752838,-1.4237815,2.2475004,.27759203,-2.6762772,-1.2851756,-2.672291,2.3961837
1201288,,.47582528,-.3871575,-.37741688,.49512446,-2.7045524,2.7142091,.10973533,-1.8613366,1.8603837,-2.0341036,-.87133408,-1.0549101,-1.2264196,-1.3163584,-.75423801,-.53282112,-1.4252172,.54472423,-.27787444,-.45321807,-1.2569318,-.0043209512,-.26791307
1201289,,.52985072,-.73337328,.096370898,-.189604,.1647388,-.15354247,2.0223401,-.90679824,.90699404,-.89616042,-.56665993,-2.6350024,-1.099151,-.8524648,-.57506913,-1.9859229,-1.2085884,.46217343,1.6155041,-1.6021588,-.48834175,.098664649,1.7037449
1201290,,.64376128,.51168567,.50734818,1.8819966,-.23792969,.24890997,3.19561,-1.8552816,1.8543832,-2.4122446,-1.0506859,-.7346279,-.84900898,-1.1169974,-2.4977117,-2.9449971,-3.043679,.66438591,1.1402954,-1.5141903,-1.4455018,-1.3526183,-.52347022
1201291,,.17703974,-1.349268,1.0674254,-1.4992868,.1037343,-.0925707,-.65891683,-.6985836,.69993168,.18581723,-.57240599,.42591152,-.50680077,-.068146192,.61767632,.5827207,.47357017,-1.4972247,.72720456,1.1714147,.35414591,-.15979569,-.80882633
1201292,,.54324645,2.1586988,-.82360768,1.4037282,-.75466615,.73503768,3.4921973,-1.1782075,1.177485,-1.2060078,-.23531143,-2.904093,-1.1519152,-.77543241,-2.1778116,-.70326394,-3.3037724,2.0520589,-1.3056003,-1.3969071,-.48960003,-1.0354201,.4509744
1201293,,.3261179,-.55363125,-.29337597,.37403095,.53377128,-.53380716,-.48753121,-.44907999,.44693136,-.54951638,-1.1901431,-1.8989978,-1.206818,-1.1682861,-.75679052,-.97233307,-1.0424168,.47106239,.33986151,-.73893768,-.90173787,.29186243,-.4169215
1201294,.44186047,.27079818,-.45252705,.065989189,-.80255312,-.55603909,.56358659,-.50285363,-.095318019,.098917887,-.73085177,-.60887229,.018909393,-.018246377,-.19974205,-.086937264,.20170978,-.41120258,-.29377517,-.21653706,.47441694,.6243543,-.4350363,.0072267177
1201295,,.61551875,.84398425,.24224837,.92577028,.74827176,-.73676229,-.50285363,-.099706925,.1002878,-1.0472773,.17471714,-2.4820313,-1.115021,-1.0527196,-.70108575,-1.0217214,-1.4343212,.70886409,-.3597587,-.53857815,-1.1298751,-.055193838,.46714714
1201296,,.2048611,-.56836253,.99379653,.23462667,-.06182991,.072904676,-.49797386,.74934161,-.73766476,.52275771,.90140843,.14673445,-.068630368,-.011340731,.011595144,.38895193,.51430923,-1.3363237,.13269246,1.3931186,.29748097,-.76972991,.72467369
1201297,,.37978885,.36158851,.60190427,.62081063,.54344934,-.53204983,-.39229724,-.6659199,.66604704,.59738886,.40790308,-.45927957,-.41634396,-.37255496,.42721185,.40397105,.25462082,-.19531523,1.1564736,-.57018811,-.94633991,-.20533849,1.0621121
1201298,,.37041444,-.7185514,.75980729,-.79972243,-.37388048,.36131448,-.36088964,-1.8504628,1.8495331,.13286875,-.6700685,-.50947767,-.8244313,-.7405448,.27122775,.18803814,-.0016830742,-.41021445,1.2658234,-.42147198,-.38820687,.066463403,-.84212422
1201299,,.37167871,-.59691978,-.73339039,-.4441753,.50106597,-.48968917,.59418076,-.84838253,.85111952,-1.1207248,-.80536979,-1.0458086,-.95757806,-.76721811,-1.6151296,-1.3099229,-3.0254712,.33635539,-.034811836,-.35172957,-.7358647,-.45888644,.43210939
1201300,,.50821966,.017834878,-.14724839,.3757554,-2.2084503,2.2183733,4.6381073,-1.8657751,1.864843,.1019645,.14011048,-1.2068396,-.66490179,-.75598019,-1.1573594,-1.0514574,-1.3775564,-.068829097,.86218226,-.49943897,-.72791737,.31306067,1.8250995
1201301,,.26401371,-.39318568,.75859857,.50787574,.54631758,-.53491652,.55428189,.58194274,-.57107306,.051968604,-.31636861,-1.3539542,-.73317224,-.71566063,-1.0008078,-.49289286,-.097629219,-.48914063,.99419934,-.11652815,-.10848797,-.53899884,.63849032
1201302,.625,.39513186,.77327836,1.4782424,-.044873666,.54942548,-.5749771,.40495309,-1.4499398,1.4487221,.50328994,-.072152816,.14937794,-.659284,-.6444121,.22664273,.2423555,.20441167,.44676101,1.6300801,-1.5724546,-.42855474,.50582737,1.1347961
1201303,,.12427803,-.1480681,.81520844,.039082654,.22488452,-.22198516,4.723351,-1.8168745,1.816057,-.80909693,-.35058871,.99432188,.30841726,.30730161,.55625814,.50815201,.4960424,-.62486905,.16565457,.58222145,.99516249,-.71459556,.67562819
1201304,.37142858,.18274891,-.22857119,.66206497,-1.8152311,.54282159,-.54203361,-.53196412,.2592833,-.25443569,.31123984,.11802956,.35415372,.13048606,.44221163,.2648572,-.069889598,.043588374,-.19135535,.25738016,.04642491,1.7368311,-.83619893,2.5734961
1201305,,.25174406,-.55445886,.29573593,-1.7723101,.19105242,-.20387551,-.53357238,.5198611,-.52449733,.54733497,.13360122,.50132185,.27277112,.53085655,-.37723339,.1569431,.29848981,-.019153496,.060957935,-.047284946,1.1965646,-.70752752,1.1670183
1201306,,.36249384,-.16971171,2.4160044,.68281513,-.06564758,.066444732,-.0028069785,-.025787147,.031856231,-.17921053,1.4839864,-.67984456,.086244054,.027257828,-.63656801,.51313657,.063571244,-1.4617959,2.9265928,-.36089012,-.38042492,-.34631649,1.0931381
1201307,,.51162791,-.022841766,2.0328963,.21495573,.49130133,-.51327431,.47116292,-.027762549,.026561972,-.21217702,1.0111427,-2.1826842,-.48878691,-.58840549,-.39073646,-.65334493,-.69294536,-.81971669,3.0613561,-1.1686584,-.81628817,-.26896241,1.9793674
1201308,,.24208346,-.24401863,.88751292,-.43574822,-.5768252,.58762366,1.7015351,-.74297303,.74609351,-.1543141,.15543053,.34643233,-.27302232,-.032161698,-.74331015,.084173515,.098725922,-.7739864,1.0958542,.12862918,.37035143,-.60079533,1.6106429
1201309,,.14513539,-1.2081553,-1.0664488,-.74054188,.18470982,-.19499244,.10611552,.57201332,-.57682317,-.59181595,-.1669842,.9544208,.25348932,.64356893,-.16017869,.35123855,.068581685,-.25397402,-.22757004,.43488678,1.2868713,-1.4503694,1.3992599
1201310,,.10951285,.59971589,.66748226,-.6641019,-.26727453,.27823904,-.051125944,.50433505,-.49585551,.21762973,1.0943426,.63971317,.7022534,.68464255,-.025534252,.46827689,.50390714,-.47316661,-.31198993,.72561193,.96644431,-1.0679392,1.5854491
1201311,0,.17074853,-.094674416,1.9864302,-.23268327,.72126234,-.7097674,-.73615599,-1.7972497,1.7965004,.60733849,.10248256,.59663236,.35850149,.19204901,.48643863,.68643659,.35592091,-1.092868,1.3873445,.28391737,1.3797292,-.4579756,.12663886
1201312,,.42920157,.13745542,1.1484674,-.3077608,.18267499,-.17146903,2.6810467,-.49388787,.49957037,.32489675,-.011310238,-1.2086755,-.33892256,-.43387842,-.76704031,.34205252,-.70693988,-.50380319,.44162548,.27017036,.71026129,-.71512383,.80488366
1201313,,.47166967,.14975326,1.6550287,1.2147745,.48406637,-.47269869,.60014588,-1.0668437,1.066682,.3697415,-.045233559,-1.6972072,-1.079433,-1.1241218,-1.6082728,-.80596203,-.71859473,-.86187738,2.5838521,-.77257913,-1.3201532,-1.4867821,2.1132512
1201314,,.13597848,-.34017375,-1.2715458,-1.3764784,-4.0514903,4.0466337,1.2001619,-.88609397,.88532454,-2.6664636,-1.1572275,.77315587,-.62982142,-.12645011,-.63336438,-.51029718,-.37891868,.46052539,-1.0701523,.21310689,.50028914,-.53627652,1.2685266
1201315,,.27324879,-.1074706,.56991297,-2.443238,-.39725795,.37010464,.34978038,-.1118378,.11274235,-.41675287,-.026281347,.047675371,-.13102257,.014577505,-.031288762,-.050796308,-.17640421,-.50315899,.86309099,-.017065223,.90636694,-.77518046,1.6708795
1211001,.17142858,.30989543,2.0908093,-.23561469,-.37011918,-.48001513,.4749696,-.40312427,.79267043,-.79653871,.22874221,-.34873074,-.093688644,-.37281337,-.70241505,-.60083199,-.82153207,.41067332,1.3110572,-.63437897,-1.0226742,-.47114187,-.426909,.94985044
1211002,.22222222,.27453026,-.77022022,1.2328048,.7914589,-.83404779,.8447082,.16645569,-.39618409,.39994991,-.78498089,-.93361282,-.29513553,-1.1171923,-.9528479,-.92437041,-.19655152,.0098454123,-.83061469,1.8795478,-.33464423,-1.0971674,.22776647,-1.3814136
1211003,,.31248593,-.044834659,.9061206,-1.4890696,-1.0690234,1.0748078,-.58666718,-.41563922,.41828731,.57913399,.38809249,-.041696914,-.11061292,-.0076623191,.38463843,.45379248,.20839772,-.093468353,.34421587,-.11976878,.92307425,.122701,1.4663167
1211004,,.36301419,1.9027569,-1.1053407,.74855739,-.53901362,.53173375,-.4992426,.88625932,-.88578701,.44513613,-.81783229,-.44898623,-.51365036,-.71435791,-.62084168,-1.399133,.34662196,1.6031053,-1.1636078,-.97774208,-.56883252,-.54389876,.49103945
1211005,.90909094,.69960475,-.63289422,1.3209306,.88180995,-2.5979493,2.5933592,2.2360127,-.36349151,.35695139,.25735441,.77763391,-2.4014814,-1.2242866,-1.5168961,-2.0363495,-2.082721,-.6752761,-1.686787,2.2570772,.35396233,-1.5808614,-.069335811,2.0562925
1211006,.75,.55207944,.82274008,.47102901,.7455917,-.060033336,.062516868,1.7482325,-.43091005,.43445528,-.20579605,-.33642134,-1.1412754,-.64262396,-.91955054,-1.9892426,-2.3059385,-1.4604939,.84778208,1.1425924,-1.6886756,-.88576019,-.65963387,1.2085571
1211008,.36082473,.32722062,.44960994,.045907836,-.19309568,.57137406,-.55995953,-.28539535,.10326772,-.10130937,.37969899,-.58694732,.45342213,-.84050107,-.77373791,-.099816218,-.12891237,.40552679,.79930425,-.52971607,-.51615334,-.30680594,1.1136072,.51554304
1211010,.39795917,.46986169,2.0385075,-1.2835188,-.044709675,-2.1639845,2.1673882,1.7919608,-.48496369,.48576072,-.17777297,-1.0360892,-1.5651331,-.82688582,-1.0689615,-1.4642094,-1.7798169,-1.7002527,1.7732127,-1.0747143,-1.2210732,-.98001593,-.87162828,.98100209
1211012,,.55850339,.48913795,1.2258482,.61646211,.70250523,-.69102037,-.41154546,.7785641,-.77069771,.36076427,-.047597561,-.14094603,-1.013605,-.93298042,-.94944024,-.99338806,.5198276,-.57161474,.65122831,.20419805,-.18093245,.26304299,.70608342
1211013,,.23452336,1.7341801,.1439862,.24461344,.58256942,-.57114887,-.32765013,.53743976,-.53013736,.75050223,-.97574693,-.14995746,-.47232637,-.65471643,-.57450932,.23648615,.46094063,.29637483,-.29011387,-.12060918,-.66337544,-.84780401,.85342401
1211014,,.63450557,-.1254552,1.1311053,.081266522,.22890554,-.23026235,-.0091977092,.63865298,-.63689137,-.6332171,-.39495516,-1.0335311,-.19742686,-1.0542438,-1.8248379,-2.5586278,-1.7876518,.26138142,1.4434385,-1.2510862,-.82157856,-.66032892,.023089519
1211015,.2,.16323759,.60470903,-1.3531337,-.16584648,-.82833254,.83290404,-.62933743,.94084942,-.93587369,.58887857,.22631563,.65271002,.39146882,.15001272,.061069224,-.14569893,.64155775,.93958211,-1.4881505,-.035462167,.39598125,.30858344,.3830806
1211016,,.47824717,-.047782607,-.24017291,.7235269,.34178805,-.34381691,.20349029,-1.1662992,1.1678176,-.95765388,-.58524853,-1.7438936,-.48216224,-.75917739,-.88401449,-1.6994641,-.28760928,.51539391,.28675419,-.76203066,-.94177002,.4255679,-.71255052
1211017,,.48038277,.83006984,-1.3248503,-.93716258,.62196648,-.61052477,.82149315,.0024046758,.0026328706,.14706796,-.84408504,-.055825826,-.55477965,-.53455436,-1.6490933,-1.8973345,.043438315,1.8249305,-.75254196,-1.5069804,-.27591163,-.55372727,1.8575115
1211019,.26506025,.24077104,-.031762101,.58164555,-1.4540572,.13153444,-.13538587,-.43894294,.7755478,-.77161467,.71346158,1.5445303,.27225056,.97549695,.84215462,-.035253812,.21957958,.49756747,-.39979097,.27556953,.25134471,1.0702747,-1.3561077,1.1451921
1211020,.5714286,.36121827,1.2980317,-1.0822959,.56586939,-.46087626,.46205416,-.64563167,1.1281692,-1.1204066,.53078413,-.61227131,.23874699,-.57065254,-.77602565,-.83907813,-1.3907481,.44562477,1.381369,-.41412047,-1.2444657,-.47214085,-.20297746,1.190028
1211022,,.60668862,1.075776,1.0379586,.35022891,.38935235,-.49922878,-.030583803,.74672866,-.76965302,.19234981,1.2670075,-1.7716846,-.60958719,-.81258911,-.87918484,-1.0138067,-.10043741,.43166149,.33762047,-.70972317,-1.2059084,-.083957441,1.2113829
1211023,,.7111693,1.6332474,-.68726552,1.3981938,.27288532,-.26163095,1.6492893,-.029808266,.027968131,-.1252324,-.64351451,-2.0287507,-1.177925,-1.2451431,-.98257756,-2.5576677,-.54005194,1.8728267,-.42363417,-1.7729609,-1.3246409,.45124966,.26881468
1211025,,.38381964,-.69715959,.20835002,-.3287594,.45140538,-.45054486,-.31547627,.45732141,-.45429993,-.95317268,-.46471095,-.062727593,-.54468256,-.69327152,-1.1522599,-.71138656,-.4067598,-.1167744,-.19480236,.27124399,-.18170705,.58649826,-.022405993
1211026,,.48417208,1.1388917,1.5134807,-1.0391357,.40675566,-.40498361,-.66666937,1.1663069,-1.1932393,.40625456,1.1792792,-1.2929305,-.25045234,-.54485852,-.41983858,-1.0427176,.51251876,-.34179974,1.4762831,-.62853944,-.82570356,1.3011421,1.4614766
1211029,,.57660282,.71205634,1.8046768,.9015767,.65730149,-.64584082,-.54518133,1.0619777,-1.05426,-.43401146,-.36798623,-2.0464847,-.67564404,.19172703,-1.7267872,-1.9814627,-.92740041,-.07554549,1.4940701,-.90670723,.81456155,-.97195923,.73985279
1211033,,.56913084,.67731625,1.0349168,1.7757945,.26324737,-.26596496,1.0759431,-.29869249,.30315015,.20832059,-.15496129,-1.1096314,-1.1396971,-1.2954017,-1.4153026,-1.8904926,-.26082018,-.36096886,1.1016054,-.32954589,-1.1894078,1.5978382,1.484947
1211034,.58333331,.2867215,.93082464,-.40442264,-.0032168759,-1.6480353,1.643754,-.35385808,.86164564,-.87807137,.6070928,1.625194,-.13990867,.50753641,.30777448,-.11431795,-.30668694,.59914911,.072533861,-1.0099413,.59059966,.67367226,-.21313119,-.0092445826
1211035,.22499999,.3638981,.78018105,.9608717,-1.1345441,-.53821564,.53590566,-.63198674,-.060801204,.063875727,.54035413,-.44137496,.063328251,-.36264119,-.12669699,-.52487409,-.27453479,.22486965,-.17548093,.2138022,.042821322,.10892589,.52433693,.77706438
1211036,.66666669,.83243245,1.7441133,-.79170036,.69788951,-.25599486,.23714294,.9338516,-1.3696963,1.3672261,.03218494,-.63043028,-2.9558291,-1.1081589,-1.3674824,-2.2817247,-3.1132619,-1.8860229,2.5149853,-.22532269,-2.6473312,-1.407499,-1.253754,.80415803
1211038,0,.26390275,1.4499184,-1.2352371,.39816093,-1.7952553,1.8054,-.14698185,.11806037,-.111008,-.1047258,-1.3480729,.37535644,-.87303209,-.98638815,-.39723453,-1.2086585,.35976693,1.6038461,-1.2623259,-.90799075,-1.0188615,.025072033,.28152278
1211039,,.61632067,-.5850516,-.12261196,-1.2309182,-.22317721,.2341654,.9641397,-.71386665,.71740085,-.62090772,-.80695313,-1.3337866,-1.2096159,-1.0798801,-2.033633,-2.7939823,-1.7467798,.4312768,.79793483,-1.000024,-1.0878981,-.53197944,.49449867
1211040,,.17486338,1.0140585,-1.3979976,.33187523,-1.2962708,1.2989784,-.0097399419,-.27755678,.27943027,-.23655227,-.99903876,-.24349637,-1.1382395,-1.113826,-1.0880727,-.88418597,.24804753,1.6458464,-.86055773,-1.2211617,-1.0595018,1.284577,.12305776
1211041,.028169015,.076238483,-1.1399909,-2.0995355,-.16396454,.66839039,-.67179394,-.8012082,1.3061981,-1.3248068,.72809207,1.1288042,1.0580151,1.4803774,1.672586,.59862345,.67240572,.77991903,-.24284595,-1.9551431,1.5737228,2.1077948,-1.3787541,.49563429
1211043,.5,.53902417,.45883343,.30993548,-.21447968,-.19375871,.20476268,.19874081,-1.2541889,1.2554319,-2.1089904,-.84913534,-.38377243,-.70643562,-.6401704,-1.789121,-2.0371988,-2.2282207,.65818822,.48175508,-1.0394045,-.16899718,-.31380531,.68569183
1211044,,.43622628,.8399685,.047168486,.89505112,.63105834,-.65181023,.058005653,.4394106,-.44213691,.36541978,-.32027981,-.31803882,-.73147243,-.89140946,-.81221509,-.96521288,.40356308,.95270216,-.30986601,-.83109611,-.62937027,1.0346708,.9961344
1211045,.55555558,.39589813,-.004481825,.36936721,-.43772507,.51566482,-.51251745,.05143616,.8249591,-.81840491,.74244171,-.050280631,-.18221223,-.35915995,-.19619684,-.39696005,-1.0469579,.59726715,-.069263324,.33264238,-.14034514,.37738502,-.29750746,1.1101831
1211046,,.30229136,1.4694779,-1.2776552,-.4338496,.37018108,-.36905658,-.47682497,-.43773347,.4379155,.28674316,-.72178274,-.72283614,-.79217196,-.71305811,-.30173779,-.58664018,.33658201,1.9726288,-1.0142967,-1.4775203,-.88625216,.93050176,.68934882
1211047,,.34322035,.25598085,.74370819,.25980055,-.13941488,.1307157,-.52827972,.50052071,-.49930874,.30374733,.98248047,-.34931624,.057483137,.16063656,.63429147,.46566862,.34728134,.235847,.21450545,-.39650208,.45512399,.26060051,.72589338
1211048,,.39738145,1.6564832,.39537945,-.40073383,.65743184,-.64597112,-.37652227,.99326789,-.99523401,.44474354,.5246461,-.27057505,-.36628446,-.51746422,-.56790966,-.68227702,.60268921,.45689556,-.0302599,-.47211155,-.52072865,1.2840072,1.0221477
1211049,,.75935942,1.768522,-1.2272589,.29158777,.65339643,-.64193791,.92591667,.21059161,-.21643965,.55712867,-1.1464152,-1.9683788,-1.1890664,-1.4262642,-2.3287139,-2.9991629,-2.4197767,2.760123,-.30451858,-2.823709,-1.5961872,-.11193562,1.2023172
1211050,,.66469014,3.1070251,-.92184484,1.4225049,-1.6052295,1.6154761,2.4587994,-.95875955,.96125543,.69306684,-.59518796,-1.2673182,-.82417417,-1.0017017,-2.1989834,-2.4461899,-1.1398466,2.6737475,-.69416505,-2.4634371,-1.1726357,-.56451201,.45271176
1211051,.44897959,.37175494,-.040851057,.57396007,.30291179,-.050071687,.031907674,-.49130532,.34402606,-.34822893,.48499674,.98944533,-.21619189,-.1998827,-.37754402,.77741373,.65328068,.36778846,-.12232733,-.060065396,.13305119,-.67137784,.94308794,-.25739709
1211053,.23809524,.33278739,-.0060166703,-.9410044,.45076415,.37414461,-.36717457,-.10952735,.11256403,-.10650554,.46504536,-.54007185,.16231687,-.22747862,-.38264009,-.37114578,-.56876689,.37521774,.81485683,-1.0069014,-.2181634,-.25842139,.46515408,.42671931
1211054,,.29721567,1.5287758,-1.3666821,-.78924781,.12858716,-.11741023,.15677272,.48606762,-.47779569,.19658454,-.98730129,.11947627,-.65965188,-.65868843,-1.5296736,-1.6707194,.30394173,1.9432783,-1.026589,-1.4432428,-.67649096,-.72515857,1.3225359
1211055,,.58210289,-.13649832,2.2215827,-.065575272,-.12813671,.083023161,-.32663232,-1.1575938,1.1561244,-.088739917,.13189083,-2.9387813,-.78045356,-.74222124,.044753786,-.19259711,-.20834655,-.45770368,3.0965765,-1.5610148,-.32191765,-.12950492,-.039088462
1211057,,.51676697,.55205393,-.32145825,1.1121427,-.1647353,.17575486,.38947523,-1.0060469,1.0048891,.14606924,-.81947279,-1.0847919,-1.0524148,-1.2611057,-1.1604099,-1.3067513,.048654523,1.294229,-.14438614,-1.3251693,-1.2415525,.63198572,.6894055
